id,t,point,freq,amp,sign
0,0.54,-0.49234159776988917,16.5,1.0,-1
0,0.55,-0.3426892214100635,16.5,1.0,-1
0,0.56,-0.183728278586583,16.5,1.0,-1
0,0.5700000000000001,-0.01977667137792032,16.5,1.0,-1
0,0.58,0.1447121352769128,16.5,1.0,-1
0,0.59,0.3052700843349448,16.5,1.0,-1
0,0.6,0.45753589377532133,16.5,1.0,-1
0,0.61,0.5973735233646011,16.5,1.0,-1
0,0.62,0.7209845231142057,16.5,1.0,-1
0,0.63,0.8250112116763689,16.5,1.0,-1
0,0.64,0.9066278820139979,16.5,1.0,-1
0,0.65,0.9636175568984112,16.5,1.0,-1
0,0.66,0.9944322093031953,16.5,1.0,-1
0,0.67,0.9982348119101744,16.5,1.0,-1
0,0.68,0.9749220735246146,16.5,1.0,-1
0,0.6900000000000001,0.9251272448038281,16.5,1.0,-1
0,0.7000000000000001,0.8502029170863663,16.5,1.0,-1
0,0.71,0.7521842815621734,16.5,1.0,-1
0,0.72,0.6337338467855004,16.5,1.0,-1
0,0.73,0.49806911618476035,16.5,1.0,-1
0,0.74,0.3488751900860617,16.5,1.0,-1
0,0.75,0.19020466626691288,16.5,1.0,-1
0,0.76,0.026367558070356484,16.5,1.0,-1
0,0.77,-0.1381857797343904,16.5,1.0,-1
0,0.78,-0.2989855372260583,16.5,1.0,-1
0,0.79,-0.4516638640713532,16.5,1.0,-1
0,0.8,-0.5920735147072245,16.5,1.0,-1
0,0.81,-0.7164005011719092,16.5,1.0,-1
0,0.8200000000000001,-0.8212676935633646,16.5,1.0,-1
0,0.8300000000000001,-0.9038265539958146,16.5,1.0,-1
0,0.84,-0.9618345122584524,16.5,1.0,-1
0,0.85,-0.993715881398864,16.5,1.0,-1
0,0.86,-0.9986046585635749,16.5,1.0,-1
0,0.87,-0.9763680484841013,16.5,1.0,-1
0,0.88,-0.927610070633246,16.5,1.0,-1
0,0.89,-0.8536551520694098,16.5,1.0,-1
0,0.9,-0.7565121516412421,16.5,1.0,-1
0,0.91,-0.6388197927735507,16.5,1.0,-1
0,0.92,-0.5037749870595187,16.5,1.0,-1
0,0.93,-0.355045995626207,16.5,1.0,-1
0,0.9400000000000001,-0.19667278709629893,16.5,1.0,-1
0,0.9500000000000001,-0.03295729875162188,16.5,1.0,-1
0,0.96,0.13165341823383273,16.5,1.0,-1
0,0.97,0.2926879953315062,16.5,1.0,-1
0,0.98,0.44577220373521503,16.5,1.0,-1
0,0.99,0.5867477728037125,16.5,1.0,-1
1,0.0,-0.0,16.7,1.0,-1
1,0.01,-0.16622483788139697,16.7,1.0,-1
1,0.02,-0.32782459533710095,16.7,1.0,-1
1,0.03,-0.4803028813070803,16.7,1.0,-1
1,0.04,-0.6194171027783333,16.7,1.0,-1
1,0.05,-0.741296511727503,16.7,1.0,-1
1,0.06,-0.8425499057578212,16.7,1.0,-1
1,0.07,-0.9203599857415922,16.7,1.0,-1
1,0.08,-0.9725617450381638,16.7,1.0,-1
1,0.09,-0.9977027091666671,16.7,1.0,-1
1,0.1,-0.9950833498101802,16.7,1.0,-1
1,0.11,-0.964776548662209,16.7,1.0,-1
1,0.12,-0.9076255695486737,16.7,1.0,-1
1,0.13,-0.8252205952495741,16.7,1.0,-1
1,0.14,-0.7198544818655271,16.7,1.0,-1
1,0.15,-0.594458961830477,16.7,1.0,-1
1,0.16,-0.45252307067350256,16.7,1.0,-1
1,0.17,-0.29799606724340455,16.7,1.0,-1
1,0.18,-0.13517754856740588,16.7,1.0,-1
1,0.19,0.031402183185055145,16.7,1.0,-1
1,0.2,0.19710817293466984,16.7,1.0,-1
1,0.21,0.35732977681269346,16.7,1.0,-1
1,0.22,0.5076089498403241,16.7,1.0,-1
1,0.23,0.6437642876593549,16.7,1.0,-1
1,0.24,0.7620073709467375,16.7,1.0,-1
1,0.25,0.8590481753176913,16.7,1.0,-1
1,0.26,0.9321866137665075,16.7,1.0,-1
1,0.27,0.9793876645458544,16.7,1.0,-1
1,0.28,0.9993379941081454,16.7,1.0,-1
1,0.29,0.9914824996184453,16.7,1.0,-1
1,0.3,0.9560397542711181,16.7,1.0,-1
1,0.31,0.8939959256559664,16.7,1.0,-1
1,0.32,0.8070773363907185,16.7,1.0,-1
1,0.33,0.6977024304995254,16.7,1.0,-1
1,0.34,0.5689144820366544,16.7,1.0,-1
1,0.35000000000000003,0.4242969182870562,16.7,1.0,-1
1,0.36,0.26787361361171697,16.7,1.0,-1
1,0.37,0.10399692818614757,16.7,1.0,-1
1,0.38,-0.06277339313052308,16.7,1.0,-1
1,0.39,-0.22779709224847267,16.7,1.0,-1
1,0.4,-0.38648250951987934,16.7,1.0,-1
1,0.41000000000000003,-0.5344143431967068,16.7,1.0,-1
1,0.42,-0.667476501863278,16.7,1.0,-1
1,0.43,-0.7819666315676043,16.7,1.0,-1
1,0.44,-0.8746991310206148,16.7,1.0,-1
1,0.45,-0.9430937885432831,16.7,1.0,-1
1,0.46,-0.9852475745056108,16.7,1.0,-1
1,0.47000000000000003,-0.9999875916871332,16.7,1.0,-1
1,0.48,-0.9869037102552124,16.7,1.0,-1
1,0.49,-0.9463599793175155,16.7,1.0,-1
1,0.5,-0.8794844975308649,16.7,1.0,-1
1,0.51,-0.7881380246091061,16.7,1.0,-1
1,0.52,-0.6748622070910554,16.7,1.0,-1
1,0.53,-0.5428088589473822,16.7,1.0,-1
1,0.54,-0.39565226474007703,16.7,1.0,-1
1,0.55,-0.2374869454327594,16.7,1.0,-1
1,0.56,-0.0727137314408797,16.7,1.0,-1
1,0.5700000000000001,0.09408268714697181,16.7,1.0,-1
1,0.58,0.25826132610413527,16.7,1.0,-1
1,0.59,0.41525403894278773,16.7,1.0,-1
1,0.6,0.5606926221358159,16.7,1.0,-1
1,0.61,0.6905303570770255,16.7,1.0,-1
1,0.62,0.8011546069664851,16.7,1.0,-1
1,0.63,0.8894873356978475,16.7,1.0,-1
1,0.64,0.9530707518855984,16.7,1.0,-1
1,0.65,0.9901356950519354,16.7,1.0,-1
1,0.66,0.9996508611793433,16.7,1.0,-1
1,0.67,0.9813514979650735,16.7,1.0,-1
1,0.68,0.9357467713537807,16.7,1.0,-1
1,0.6900000000000001,0.8641055983801109,16.7,1.0,-1
1,0.7000000000000001,0.7684213405116834,16.7,1.0,-1
1,0.71,0.6513563398735093,16.7,1.0,-1
1,0.72,0.516167841591441,16.7,1.0,-1
1,0.73,0.3666173634094725,16.7,1.0,-1
1,0.74,0.20686603430272119,16.7,1.0,-1
1,0.75,0.04135881421006969,16.7,1.0,-1
1,0.76,-0.12529918361514694,16.7,1.0,-1
1,0.77,-0.2884708263993226,16.7,1.0,-1
1,0.78,-0.44361598656171974,16.7,1.0,-1
1,0.79,-0.5864178673314484,16.7,1.0,-1
1,0.8,-0.7129031143535387,16.7,1.0,-1
1,0.81,-0.819552371269478,16.7,1.0,-1
1,0.8200000000000001,-0.9033982031467747,16.7,1.0,-1
1,0.8300000000000001,-0.9621076631121815,16.7,1.0,-1
1,0.84,-0.994047204834417,16.7,1.0,-1
1,0.85,-0.9983281347156543,16.7,1.0,-1
1,0.86,-0.9748313391189066,16.7,1.0,-1
1,0.87,-0.9242105986149122,16.7,1.0,-1
1,0.88,-0.8478743970321004,16.7,1.0,-1
1,0.89,-0.747946731459067,16.7,1.0,-1
1,0.9,-0.6272080136316126,16.7,1.0,-1
1,0.91,-0.4890177070785601,16.7,1.0,-1
1,0.92,-0.3372208525892698,16.7,1.0,-1
1,0.93,-0.17604108286105036,16.7,1.0,-1
1,0.9400000000000001,-0.009963103112981861,16.7,1.0,-1
1,0.9500000000000001,0.15639209244575802,16.7,1.0,-1
1,0.96,0.3183957962856722,16.7,1.0,-1
1,0.97,0.47154037784402475,16.7,1.0,-1
1,0.98,0.6115647049368811,16.7,1.0,-1
1,0.99,0.7345727065401201,16.7,1.0,-1
2,0.0,-0.0,16.4,1.0,-1
2,0.01,-0.163265830673379,16.4,1.0,-1
2,0.02,-0.32215029688336033,16.4,1.0,-1
2,0.03,-0.47238961146047204,16.4,1.0,-1
2,0.04,-0.6099519865457455,16.4,1.0,-1
2,0.05,-0.7311458297268958,16.4,1.0,-1
2,0.06,-0.8327188107673609,16.4,1.0,-1
2,0.07,-0.9119451403961305,16.4,1.0,-1
2,0.08,-0.9666987189647402,16.4,1.0,-1
2,0.09,-0.9955101919708125,16.4,1.0,-1
2,0.1,-0.9976063813191737,16.4,1.0,-1
2,0.11,-0.9729310341522506,16.4,1.0,-1
2,0.12,-0.9221463324388807,16.4,1.0,-1
2,0.13,-0.8466151228105572,16.4,1.0,-1
2,0.14,-0.7483643435211578,16.4,1.0,-1
2,0.15,-0.6300306299958925,16.4,1.0,-1
2,0.16,-0.49478955868650887,16.4,1.0,-1
2,0.17,-0.3462704280284658,16.4,1.0,-1
2,0.18,-0.18845886341879903,16.4,1.0,-1
2,0.19,-0.025589859885201013,16.4,1.0,-1
2,0.2,0.13796586727122684,16.4,1.0,-1
2,0.21,0.29781917399141933,16.4,1.0,-1
2,0.22,0.44968027352372314,16.4,1.0,-1
2,0.23,0.5894738561593084,16.4,1.0,-1
2,0.24,0.7134484533107525,16.4,1.0,-1
2,0.25,0.8182771110644103,16.4,1.0,-1
2,0.26,0.9011466715541608,16.4,1.0,-1
2,0.27,0.9598332662220235,16.4,1.0,-1
2,0.28,0.9927619950457757,16.4,1.0,-1
2,0.29,0.9990491901954853,16.4,1.0,-1
2,0.3,0.9785261299411387,16.4,1.0,-1
2,0.31,0.931743566430369,16.4,1.0,-1
2,0.32,0.8599569458298814,16.4,1.0,-1
2,0.33,0.7650927174594693,16.4,1.0,-1
2,0.34,0.6496966360390009,16.4,1.0,-1
2,0.35000000000000003,0.5168654443974288,16.4,1.0,-1
2,0.36,0.37016376999102585,16.4,1.0,-1
2,0.37,0.2135284653768375,16.4,1.0,-1
2,0.38,0.051162959738545205,16.4,1.0,-1
2,0.39,-0.11257554337702881,16.4,1.0,-1
2,0.4,-0.27329299497701237,16.4,1.0,-1
2,0.41000000000000003,-0.426676418315546,16.4,1.0,-1
2,0.42,-0.5686096509505657,16.4,1.0,-1
2,0.43,-0.6952838051369941,16.4,1.0,-1
2,0.44,-0.8032994822664716,16.4,1.0,-1
2,0.45,-0.8897579983503596,16.4,1.0,-1
2,0.46,-0.9523391724397978,16.4,1.0,-1
2,0.47000000000000003,-0.9893635904706053,16.4,1.0,-1
2,0.48,-0.9998376736347169,16.4,1.0,-1
2,0.49,-0.9834803418336662,16.4,1.0,-1
2,0.5,-0.9407305566797731,16.4,1.0,-1
2,0.51,-0.8727355416227861,16.4,1.0,-1
2,0.52,-0.781319995323963,16.4,1.0,-1
2,0.53,-0.6689371244604364,16.4,1.0,-1
2,0.54,-0.5386028100323251,16.4,1.0,-1
2,0.55,-0.39381467387048763,16.4,1.0,-1
2,0.56,-0.23845821725761504,16.4,1.0,-1
2,0.5700000000000001,-0.07670255050512616,16.4,1.0,-1
2,0.58,0.08711148833690828,16.4,1.0,-1
2,0.59,0.24858782321615663,16.4,1.0,-1
2,0.6,0.40339311216876794,16.4,1.0,-1
2,0.61,0.5473730358925019,16.4,1.0,-1
2,0.62,0.676663782108668,16.4,1.0,-1
2,0.63,0.7877957339440905,16.4,1.0,-1
2,0.64,0.877786579775379,16.4,1.0,-1
2,0.65,0.9442213458610589,16.4,1.0,-1
2,0.66,0.9853172040241526,16.4,1.0,-1
2,0.67,0.999971315221084,16.4,1.0,-1
2,0.68,0.9877904250778295,16.4,1.0,-1
2,0.6900000000000001,0.9491014171742908,16.4,1.0,-1
2,0.7000000000000001,0.8849425408713638,16.4,1.0,-1
2,0.71,0.7970355490887251,16.4,1.0,-1
2,0.72,0.6877394937375543,16.4,1.0,-1
2,0.73,0.5599874187433928,16.4,1.0,-1
2,0.74,0.41720764955068057,16.4,1.0,-1
2,0.75,0.26323179136580266,16.4,1.0,-1
2,0.76,0.10219190507675951,16.4,1.0,-1
2,0.77,-0.06159037978707147,16.4,1.0,-1
2,0.78,-0.22371983931584624,16.4,1.0,-1
2,0.79,-0.3798456044421057,16.4,1.0,-1
2,0.8,-0.5257779198672465,16.4,1.0,-1
2,0.81,-0.657600579375749,16.4,1.0,-1
2,0.8200000000000001,-0.7717760202488324,16.4,1.0,-1
2,0.8300000000000001,-0.8652402564878877,16.4,1.0,-1
2,0.84,-0.9354851032414531,16.4,1.0,-1
2,0.85,-0.9806254858798081,16.4,1.0,-1
2,0.86,-0.9994500274262745,16.4,1.0,-1
2,0.87,-0.9914535567925029,16.4,1.0,-1
2,0.88,-0.9568506654341762,16.4,1.0,-1
2,0.89,-0.8965699486238194,16.4,1.0,-1
2,0.9,-0.8122290858806043,16.4,1.0,-1
2,0.91,-0.7060914292930335,16.4,1.0,-1
2,0.92,-0.581005264720328,16.4,1.0,-1
2,0.93,-0.44032737584503295,16.4,1.0,-1
2,0.9400000000000001,-0.28783296229441635,16.4,1.0,-1
2,0.9500000000000001,-0.1276143292473524,16.4,1.0,-1
2,0.96,0.03602893273081314,16.4,1.0,-1
2,0.97,0.198705330516578,16.4,1.0,-1
2,0.98,0.35604931753260605,16.4,1.0,-1
2,0.99,0.503838446556482,16.4,1.0,-1
3,0.0,0.0,5.8,1.0,1
3,0.01,0.05796748680253499,5.8,1.0,1
3,0.02,0.11574002563907282,5.8,1.0,1
3,0.03,0.17312332416475054,5.8,1.0,1
3,0.04,0.22992439907208245,5.8,1.0,1
3,0.05,0.28595222510483553,5.8,1.0,1
3,0.06,0.341018377486867,5.8,1.0,1
3,0.07,0.3949376656053987,5.8,1.0,1
3,0.08,0.4475287558176159,5.8,1.0,1
3,0.09,0.4986147812860556,5.8,1.0,1
3,0.1,0.5480239367918736,5.8,1.0,1
3,0.11,0.5955900565255997,5.8,1.0,1
3,0.12,0.641153172912237,5.8,1.0,1
3,0.13,0.6845600545913451,5.8,1.0,1
3,0.14,0.7256647217428491,5.8,1.0,1
3,0.15,0.7643289370255051,5.8,1.0,1
3,0.16,0.800422670476967,5.8,1.0,1
3,0.17,0.8338245368119701,5.8,1.0,1
3,0.18,0.8644222036479722,5.8,1.0,1
3,0.19,0.8921127692853658,5.8,1.0,1
3,0.2,0.9168031087717669,5.8,1.0,1
3,0.21,0.9384101870865431,5.8,1.0,1
3,0.22,0.9568613383923268,5.8,1.0,1
3,0.23,0.9720945104143724,5.8,1.0,1
3,0.24,0.9840584731258981,5.8,1.0,1
3,0.25,0.9927129910375885,5.8,1.0,1
3,0.26,0.9980289585118416,5.8,1.0,1
3,0.27,0.9999884976466891,5.8,1.0,1
3,0.28,0.9985850184002003,5.8,1.0,1
3,0.29,0.9938232407531702,5.8,1.0,1
3,0.3,0.9857191788355535,5.8,1.0,1
3,0.31,0.9743000870700328,5.8,1.0,1
3,0.32,0.9596043685138391,5.8,1.0,1
3,0.33,0.9416814457070796,5.8,1.0,1
3,0.34,0.920591594461914,5.8,1.0,1
3,0.35000000000000003,0.8964057411515598,5.8,1.0,1
3,0.36,0.8692052241808513,5.8,1.0,1
3,0.37,0.8390815204405423,5.8,1.0,1
3,0.38,0.8061359376653026,5.8,1.0,1
3,0.39,0.7704792737300252,5.8,1.0,1
3,0.4,0.7322314440302514,5.8,1.0,1
3,0.41000000000000003,0.6915210781998508,5.8,1.0,1
3,0.42,0.6484850875222241,5.8,1.0,1
3,0.43,0.6032682044898436,5.8,1.0,1
3,0.44,0.5560224960606213,5.8,1.0,1
3,0.45,0.5069068522480534,5.8,1.0,1
3,0.46,0.45608645176503637,5.8,1.0,1
3,0.47000000000000003,0.40373220651843106,5.8,1.0,1
3,0.48,0.35002018682256547,5.8,1.0,1
3,0.49,0.2951310292647209,5.8,1.0,1
3,0.5,0.23924932921398243,5.8,1.0,1
3,0.51,0.18256302001647629,5.8,1.0,1
3,0.52,0.1252627409648039,5.8,1.0,1
3,0.53,0.06754119616722329,5.8,1.0,1
3,0.54,0.009592506472733594,5.8,1.0,1
3,0.55,-0.04838844336841415,5.8,1.0,1
3,0.56,-0.10620666011325654,5.8,1.0,1
3,0.5700000000000001,-0.16366769779951756,5.8,1.0,1
3,0.58,-0.22057831167847874,5.8,1.0,1
3,0.59,-0.2767471081080947,5.8,1.0,1
3,0.6,-0.3319851882207341,5.8,1.0,1
3,0.61,-0.3861067832008489,5.8,1.0,1
3,0.62,-0.4389298790361052,5.8,1.0,1
3,0.63,-0.4902768286408895,5.8,1.0,1
3,0.64,-0.5399749492935982,5.8,1.0,1
3,0.65,-0.5878571033784827,5.8,1.0,1
3,0.66,-0.6337622604789883,5.8,1.0,1
3,0.67,-0.677536038932236,5.8,1.0,1
3,0.68,-0.7190312250233623,5.8,1.0,1
3,0.6900000000000001,-0.7581082680736446,5.8,1.0,1
3,0.7000000000000001,-0.7946357497573974,5.8,1.0,1
3,0.71,-0.8284908260692974,5.8,1.0,1
3,0.72,-0.8595596404557898,5.8,1.0,1
3,0.73,-0.8877377067211681,5.8,1.0,1
3,0.74,-0.9129302604206176,5.8,1.0,1
3,0.75,-0.9350525775584491,5.8,1.0,1
3,0.76,-0.9540302595197308,5.8,1.0,1
3,0.77,-0.9697994832770772,5.8,1.0,1
3,0.78,-0.9823072160311305,5.8,1.0,1
3,0.79,-0.9915113935628925,5.8,1.0,1
3,0.8,-0.9973810616980933,5.8,1.0,1
3,0.81,-0.9998964804078448,5.8,1.0,1
3,0.8200000000000001,-0.9990491901954853,5.8,1.0,1
3,0.8300000000000001,-0.9948420405463492,5.8,1.0,1
3,0.84,-0.9872891803447849,5.8,1.0,1
3,0.85,-0.9764160102906497,5.8,1.0,1
3,0.86,-0.9622590974753069,5.8,1.0,1
3,0.87,-0.9448660524044099,5.8,1.0,1
3,0.88,-0.9242953688810565,5.8,1.0,1
3,0.89,-0.9006162272877891,5.8,1.0,1
3,0.9,-0.8739082619290224,5.8,1.0,1
3,0.91,-0.8442612932163319,5.8,1.0,1
3,0.92,-0.8117750255972845,5.8,1.0,1
3,0.93,-0.7765587122436939,5.8,1.0,1
3,0.9400000000000001,-0.7387307876269655,5.8,1.0,1
3,0.9500000000000001,-0.6984184692162135,5.8,1.0,1
3,0.96,-0.655757329638652,5.8,1.0,1
3,0.97,-0.6108908407411127,5.8,1.0,1
3,0.98,-0.5639698910860368,5.8,1.0,1
3,0.99,-0.5151522785046322,5.8,1.0,1
4,0.0,0.0,1.4,1.0,1
4,0.01,0.01399954267114851,1.4,1.0,1
4,0.02,0.027996341476750387,1.4,1.0,1
4,0.03,0.04198765308904785,1.4,1.0,1
4,0.04,0.055970735255755466,1.4,1.0,1
4,0.05,0.06994284733753275,1.4,1.0,1
4,0.06,0.0839012508451408,1.4,1.0,1
4,0.07,0.09784320997617732,1.4,1.0,1
4,0.08,0.11176599215128517,1.4,1.0,1
4,0.09,0.12566686854972925,1.4,1.0,1
4,0.1,0.13954311464423647,1.4,1.0,1
4,0.11,0.15339201073499453,1.4,1.0,1
4,0.12,0.1672108424827043,1.4,1.0,1
4,0.13,0.1809969014405816,1.4,1.0,1
4,0.14,0.19474748558520416,1.4,1.0,1
4,0.15,0.20845989984609956,1.4,1.0,1
4,0.16,0.22213145663397038,1.4,1.0,1
4,0.17,0.23575947636745317,1.4,1.0,1
4,0.18,0.24934128799830768,1.4,1.0,1
4,0.19,0.26287422953493383,1.4,1.0,1
4,0.2,0.2763556485641137,1.4,1.0,1
4,0.21,0.2897829027708758,1.4,1.0,1
4,0.22,0.3031533604563804,1.4,1.0,1
4,0.23,0.31646440105372414,1.4,1.0,1
4,0.24,0.32971341564156276,1.4,1.0,1
4,0.25,0.34289780745545134,1.4,1.0,1
4,0.26,0.3560149923968016,1.4,1.0,1
4,0.27,0.3690623995393574,1.4,1.0,1
4,0.28,0.38203747163308743,1.4,1.0,1
4,0.29,0.39493766560539867,1.4,1.0,1
4,0.3,0.40776045305957015,1.4,1.0,1
4,0.31,0.4205033207703106,1.4,1.0,1
4,0.32,0.43316377117634247,1.4,1.0,1
4,0.33,0.4457393228699164,1.4,1.0,1
4,0.34,0.4582275110831587,1.4,1.0,1
4,0.35000000000000003,0.470625888171158,1.4,1.0,1
4,0.36,0.48293202409169633,1.4,1.0,1
4,0.37,0.495143506881529,1.4,1.0,1
4,0.38,0.5072579431291219,1.4,1.0,1
4,0.39,0.5192729584437525,1.4,1.0,1
4,0.4,0.5311861979208834,1.4,1.0,1
4,0.41000000000000003,0.5429953266037146,1.4,1.0,1
4,0.42,0.5546980299408292,1.4,1.0,1
4,0.43,0.5662920142398371,1.4,1.0,1
4,0.44,0.5777750071169316,1.4,1.0,1
4,0.45,0.5891447579422695,1.4,1.0,1
4,0.46,0.6003990382810872,1.4,1.0,1
4,0.47000000000000003,0.6115356423304666,1.4,1.0,1
4,0.48,0.6225523873516658,1.4,1.0,1
4,0.49,0.633447114097929,1.4,1.0,1
4,0.5,0.644217687237691,1.4,1.0,1
4,0.51,0.6548619957730966,1.4,1.0,1
4,0.52,0.6653779534537484,1.4,1.0,1
4,0.53,0.675763499185606,1.4,1.0,1
4,0.54,0.6860165974349532,1.4,1.0,1
4,0.55,0.6961352386273567,1.4,1.0,1
4,0.56,0.7061174395415357,1.4,1.0,1
4,0.5700000000000001,0.715961243698067,1.4,1.0,1
4,0.58,0.725664721742849,1.4,1.0,1
4,0.59,0.7352259718252491,1.4,1.0,1
4,0.6,0.7446431199708593,1.4,1.0,1
4,0.61,0.7539143204487906,1.4,1.0,1
4,0.62,0.7630377561334292,1.4,1.0,1
4,0.63,0.7720116388605878,1.4,1.0,1
4,0.64,0.7808342097779801,1.4,1.0,1
4,0.65,0.7895037396899504,1.4,1.0,1
4,0.66,0.7980185293963895,1.4,1.0,1
4,0.67,0.8063769100257735,1.4,1.0,1
4,0.68,0.8145772433622569,1.4,1.0,1
4,0.6900000000000001,0.8226179221667576,1.4,1.0,1
4,0.7000000000000001,0.8304973704919705,1.4,1.0,1
4,0.71,0.8382140439912484,1.4,1.0,1
4,0.72,0.8457664302212893,1.4,1.0,1
4,0.73,0.8531530489385692,1.4,1.0,1
4,0.74,0.8603724523894668,1.4,1.0,1
4,0.75,0.8674232255940169,1.4,1.0,1
4,0.76,0.8743039866232433,1.4,1.0,1
4,0.77,0.8810133868700118,1.4,1.0,1
4,0.78,0.8875501113133529,1.4,1.0,1
4,0.79,0.8939128787762018,1.4,1.0,1
4,0.8,0.900100442176505,1.4,1.0,1
4,0.81,0.9061115887716442,1.4,1.0,1
4,0.8200000000000001,0.9119451403961305,1.4,1.0,1
4,0.8300000000000001,0.9175999536925205,1.4,1.0,1
4,0.84,0.9230749203355109,1.4,1.0,1
4,0.85,0.9283689672491666,1.4,1.0,1
4,0.86,0.9334810568172407,1.4,1.0,1
4,0.87,0.9384101870865431,1.4,1.0,1
4,0.88,0.9431553919633208,1.4,1.0,1
4,0.89,0.9477157414026086,1.4,1.0,1
4,0.9,0.9520903415905158,1.4,1.0,1
4,0.91,0.9562783351194097,1.4,1.0,1
4,0.92,0.9602789011559661,1.4,1.0,1
4,0.93,0.9640912556020487,1.4,1.0,1
4,0.9400000000000001,0.9677146512483905,1.4,1.0,1
4,0.9500000000000001,0.9711483779210446,1.4,1.0,1
4,0.96,0.9743917626205755,1.4,1.0,1
4,0.97,0.9774441696539652,1.4,1.0,1
4,0.98,0.9803050007592069,1.4,1.0,1
4,0.99,0.9829736952225624,1.4,1.0,1
5,0.0,0.0,2.3,1.0,1
5,0.01,0.02299797222030218,2.3,1.0,1
5,0.02,0.045983779049604996,2.3,1.0,1
5,0.03,0.06894526153211722,2.3,1.0,1
5,0.04,0.09187027357905984,2.3,1.0,1
5,0.05,0.11474668839366381,2.3,1.0,1
5,0.06,0.13756240488596266,2.3,1.0,1
5,0.07,0.16030535407398705,2.3,1.0,1
5,0.08,0.18296350546797457,2.3,1.0,1
5,0.09,0.2055248734342185,2.3,1.0,1
5,0.1,0.22797752353518838,2.3,1.0,1
5,0.11,0.25030957884256927,2.3,1.0,1
5,0.12,0.2725092262198797,2.3,1.0,1
5,0.13,0.2945647225713457,2.3,1.0,1
5,0.14,0.31646440105372414,2.3,1.0,1
5,0.15,0.33819667724779123,2.3,1.0,1
5,0.16,0.35975005528622994,2.3,1.0,1
5,0.17,0.38111313393467555,2.3,1.0,1
5,0.18,0.402274612622703,2.3,1.0,1
5,0.19,0.42322329742156506,2.3,1.0,1
5,0.2,0.44394810696551973,2.3,1.0,1
5,0.21,0.4644380783136139,2.3,1.0,1
5,0.22,0.484682372748824,2.3,1.0,1
5,0.23,0.5046702815114839,2.3,1.0,1
5,0.24,0.5243912314639696,2.3,1.0,1
5,0.25,0.5438347906836426,2.3,1.0,1
5,0.26,0.5629906739810929,2.3,1.0,1
5,0.27,0.5818487483407652,2.3,1.0,1
5,0.28,0.6003990382810872,2.3,1.0,1
5,0.29,0.6186317311312671,2.3,1.0,1
